Method,Parameter,Outcome,delta_raw_4000,delta_4000,delta_conf_4000,S1_4000,S1_conf_4000,delta_4000_norm
Delta_4000,CO2 Cap,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Buildings demand,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Steel Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Chemical Production,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Passenger Cars,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker aviation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Bunker navigation,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG CH4,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Agriculture neGHG N2O,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Wind offshore Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Solar PV Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Nuclear Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Biomass Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Ammonia Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,CCS potential,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Flexibility Costs,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,LNG Import Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Price,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Weather Conditions,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Electricity Trade Ratio,Electricity capacity_Carrier_share 2050 Coal,,,,,,
Delta_4000,Hydrogen Import Potential,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Hydrogen Import Price,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Biomass Import Potential,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Biomass Import Price,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Ammonia Import Potential,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Ammonia Import Price,techUseNet 2050 neE02_05,,,,,,
Delta_4000,CCS potential,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Flexibility Costs,techUseNet 2050 neE02_05,,,,,,
Delta_4000,LNG Import Price,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Electricity Trade Price,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Weather Conditions,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Electricity Trade Ratio,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Electricity Trade Volume,techUseNet 2050 neE02_05,,,,,,
Delta_4000,WACC,techUseNet 2050 neE02_05,,,,,,
Delta_4000,Bunker Emission Reduction,techUseNet 2050 neE02_05,,,,,,
Delta_4000,End-of-Life Emission Reduction,techUseNet 2050 neE02_05,,,,,,
Delta_4000,CO2 Cap,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Buildings demand,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Steel Production,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Chemical Production,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Passenger Cars,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker aviation,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker navigation,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG CH4,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG N2O,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CCS potential,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Flexibility Costs,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,LNG Import Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Price,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Weather Conditions,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Ratio,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Volume,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,WACC,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker Emission Reduction,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,End-of-Life Emission Reduction,techUseNet 2050 neE01_07,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CO2 Cap,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Buildings demand,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Steel Production,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Chemical Production,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Passenger Cars,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker aviation,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker navigation,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG CH4,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG N2O,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Costs,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Potential,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Costs,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Potential,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Costs,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Potential,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Potential,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Price,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Potential,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Price,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Potential,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Price,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CCS potential,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Flexibility Costs,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,LNG Import Price,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Price,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Weather Conditions,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Ratio,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Volume,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,WACC,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker Emission Reduction,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,End-of-Life Emission Reduction,techUseNet 2050 neE01_14,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CO2 Cap,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Buildings demand,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Steel Production,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Chemical Production,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Passenger Cars,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker aviation,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker navigation,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG CH4,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG N2O,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Costs,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Potential,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Costs,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Potential,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Costs,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Potential,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Potential,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Price,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Potential,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Price,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Potential,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Price,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CCS potential,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Flexibility Costs,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,LNG Import Price,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Price,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Weather Conditions,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Ratio,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Volume,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,WACC,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker Emission Reduction,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,End-of-Life Emission Reduction,techUseNet 2050 neE02_06,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CO2 Cap,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Buildings demand,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Steel Production,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Chemical Production,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Passenger Cars,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker aviation,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker navigation,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG CH4,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG N2O,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Costs,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Potential,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Costs,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Potential,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Costs,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Potential,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Potential,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Price,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Potential,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Price,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Potential,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Price,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CCS potential,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Flexibility Costs,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,LNG Import Price,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Price,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Weather Conditions,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Ratio,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Volume,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,WACC,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker Emission Reduction,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,End-of-Life Emission Reduction,techUseNet 2050 neE02_08,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CO2 Cap,techUseNet 2050 TNB01_04,0.07579064647283751,0.07579064647283751,0.0058497741313580974,0.0,0.0,0.11448747672773739
Delta_4000,Buildings demand,techUseNet 2050 TNB01_04,0.07501522855422596,0.07501522855422596,0.005695423721766514,0.0,0.0,0.10607580210106177
Delta_4000,Steel Production,techUseNet 2050 TNB01_04,0.07166078918585363,0.07166078918585363,0.005104201082871579,0.0,0.0,0.06968709886838007
Delta_4000,Chemical Production,techUseNet 2050 TNB01_04,0.09592039691438073,0.09592039691438073,0.007003705908695489,0.0,0.0,0.33285347906829743
Delta_4000,Passenger Cars,techUseNet 2050 TNB01_04,0.07683774471272818,0.07683774471272818,0.005947445560665822,0.0,0.0,0.12584631882400502
Delta_4000,Bunker aviation,techUseNet 2050 TNB01_04,0.09690046966618084,0.09690046966618084,0.007258797360334672,0.0,0.0,0.34348523376565443
Delta_4000,Bunker navigation,techUseNet 2050 TNB01_04,0.08250228295356354,0.08250228295356354,0.006060376887304628,0.0,0.0,0.18729479899014154
Delta_4000,Agriculture neGHG CH4,techUseNet 2050 TNB01_04,0.07467418289923806,0.07467418289923806,0.005814453229268242,0.0,0.0,0.10237616476518949
Delta_4000,Agriculture neGHG N2O,techUseNet 2050 TNB01_04,0.07663876022113282,0.07663876022113282,0.005000419311338348,0.0,0.0,0.12368775018781498
Delta_4000,Wind offshore Costs,techUseNet 2050 TNB01_04,0.07591573415141868,0.07591573415141868,0.005690289475711188,0.0,0.0,0.11584441835466686
Delta_4000,Wind offshore Potential,techUseNet 2050 TNB01_04,0.06992944436956541,0.06992944436956541,0.0055748294673770345,0.0,0.0,0.05090560193408798
Delta_4000,Solar PV Costs,techUseNet 2050 TNB01_04,0.06523678593360797,0.06523678593360797,0.004919116842210188,0.0,0.0,0.0
Delta_4000,Solar PV Potential,techUseNet 2050 TNB01_04,0.07332410635554297,0.07332410635554297,0.005392847723271837,0.0,0.0,0.08773063706445676
Delta_4000,Nuclear Costs,techUseNet 2050 TNB01_04,0.06743556746827652,0.06743556746827652,0.0051646722418129615,0.0,0.0,0.02385221491643102
Delta_4000,Nuclear Potential,techUseNet 2050 TNB01_04,0.07241719096252633,0.07241719096252633,0.005619494565616694,0.0,0.0,0.0778924878330856
Delta_4000,Hydrogen Import Potential,techUseNet 2050 TNB01_04,0.0705207184788332,0.0705207184788332,0.0059202262811757795,0.0,0.0,0.05731969851731343
Delta_4000,Hydrogen Import Price,techUseNet 2050 TNB01_04,0.08072289516293418,0.08072289516293418,0.0054265512592712286,0.0,0.0,0.16799213552286676
Delta_4000,Biomass Import Potential,techUseNet 2050 TNB01_04,0.1326752765763271,0.1326752765763271,0.008508942351617475,0.0,0.0,0.7315676191961212
Delta_4000,Biomass Import Price,techUseNet 2050 TNB01_04,0.15742032286601557,0.15742032286601557,0.01062607196037887,0.0,0.0,1.0
Delta_4000,Ammonia Import Potential,techUseNet 2050 TNB01_04,0.0821548387394659,0.0821548387394659,0.007855430857175891,0.0,0.0,0.1835257505715242
Delta_4000,Ammonia Import Price,techUseNet 2050 TNB01_04,0.0893222204267692,0.0893222204267692,0.008336446339940927,0.0,0.0,0.2612769621849242
Delta_4000,CCS potential,techUseNet 2050 TNB01_04,0.11959768104307388,0.11959768104307388,0.009464575457643738,0.0,0.0,0.5897028571308274
Delta_4000,Flexibility Costs,techUseNet 2050 TNB01_04,0.0762046945102651,0.0762046945102651,0.00559723024475466,0.0,0.0,0.11897903835800099
Delta_4000,LNG Import Price,techUseNet 2050 TNB01_04,0.07193540098552495,0.07193540098552495,0.0056098189240096,0.0,0.0,0.07266606679269261
Delta_4000,Electricity Trade Price,techUseNet 2050 TNB01_04,0.07061766050458247,0.07061766050458247,0.005996289661131017,0.0,0.0,0.058371318242214504
Delta_4000,Weather Conditions,techUseNet 2050 TNB01_04,0.06983626416957939,0.06983626416957939,0.00502253079088092,0.0,0.0,0.04989479020905785
Delta_4000,Electricity Trade Ratio,techUseNet 2050 TNB01_04,0.06850531452381879,0.06850531452381879,0.005737768426210119,0.0,0.0,0.035456749642915356
Delta_4000,Electricity Trade Volume,techUseNet 2050 TNB01_04,0.06906239721369628,0.06906239721369628,0.005147248452050601,0.0,0.0,0.041499940308141865
Delta_4000,WACC,techUseNet 2050 TNB01_04,0.0833941003811437,0.0833941003811437,0.006382797727645166,0.0,0.0,0.1969691666403443
Delta_4000,Bunker Emission Reduction,techUseNet 2050 TNB01_04,0.08327656014269234,0.08327656014269234,0.0064339034194283344,0.0,0.0,0.1956940990701171
Delta_4000,End-of-Life Emission Reduction,techUseNet 2050 TNB01_04,0.07630065513309026,0.07630065513309026,0.005909148668409498,0.0,0.0,0.12002001189859664
Delta_4000,CO2 Cap,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Buildings demand,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Steel Production,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Chemical Production,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Passenger Cars,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker aviation,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker navigation,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG CH4,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Agriculture neGHG N2O,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Costs,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Wind offshore Potential,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Costs,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Solar PV Potential,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Costs,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Nuclear Potential,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Potential,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Hydrogen Import Price,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Potential,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Biomass Import Price,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Potential,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Ammonia Import Price,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CCS potential,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Flexibility Costs,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,LNG Import Price,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Price,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Weather Conditions,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Ratio,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Electricity Trade Volume,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,WACC,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,Bunker Emission Reduction,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,End-of-Life Emission Reduction,techUseNet 2050 neE02_11,0.0,0.0,0.0,0.0,0.0,1.0
Delta_4000,CO2 Cap,techUseNet 2050 TNB01_06,0.12273843740506356,0.12273843740506356,0.003933000144440861,0.0,0.0,0.0793502919314325
Delta_4000,Buildings demand,techUseNet 2050 TNB01_06,0.11244717154694271,0.11244717154694271,0.0036436033483538926,0.0,0.0,0.012576296117749283
Delta_4000,Steel Production,techUseNet 2050 TNB01_06,0.12057551250117221,0.12057551250117221,0.003961403078930552,0.0,0.0,0.06531633921182761
Delta_4000,Chemical Production,techUseNet 2050 TNB01_06,0.12373440988964252,0.12373440988964252,0.00419280601787584,0.0,0.0,0.08581257397065704
Delta_4000,Passenger Cars,techUseNet 2050 TNB01_06,0.11809570656432468,0.11809570656432468,0.0038700171443259565,0.0,0.0,0.04922633108953823
Delta_4000,Bunker aviation,techUseNet 2050 TNB01_06,0.11570858824466627,0.11570858824466627,0.0037171001977251094,0.0,0.0,0.03373771862133965
Delta_4000,Bunker navigation,techUseNet 2050 TNB01_06,0.11222406134663405,0.11222406134663405,0.003592954378712176,0.0,0.0,0.011128664719747421
Delta_4000,Agriculture neGHG CH4,techUseNet 2050 TNB01_06,0.11050890193642932,0.11050890193642932,0.003498975261813225,0.0,0.0,0.0
Delta_4000,Agriculture neGHG N2O,techUseNet 2050 TNB01_06,0.1142357460793033,0.1142357460793033,0.0033340192568014296,0.0,0.0,0.024181308560612545
Delta_4000,Wind offshore Costs,techUseNet 2050 TNB01_06,0.11232379718907877,0.11232379718907877,0.0036424204027291985,0.0,0.0,0.01177579217886581
Delta_4000,Wind offshore Potential,techUseNet 2050 TNB01_06,0.11076448907842826,0.11076448907842826,0.004355814516738672,0.0,0.0,0.0016583552485335282
Delta_4000,Solar PV Costs,techUseNet 2050 TNB01_06,0.11258774229481297,0.11258774229481297,0.0035864902506242123,0.0,0.0,0.013488377358212823
Delta_4000,Solar PV Potential,techUseNet 2050 TNB01_06,0.11587885101020894,0.11587885101020894,0.0033585531251572173,0.0,0.0,0.034842453971714496
Delta_4000,Nuclear Costs,techUseNet 2050 TNB01_06,0.11544835409167022,0.11544835409167022,0.003797585216746375,0.0,0.0,0.032049211640536694
Delta_4000,Nuclear Potential,techUseNet 2050 TNB01_06,0.11688659435004396,0.11688659435004396,0.0033828945938665675,0.0,0.0,0.041381110195653346
